row_id,teks_id
1608,175570
1609,175806
1610,157970
1611,157971
1612,157972
1613,157973
1614,157974
1615,157975
1616,157976
1552,175572
1553,157928
1557,157929
1558,157930
1559,157931
1560,157932
1617,175573
1618,175807
1619,157977
1620,157978
1621,157979
1622,157980
1623,157981
1624,157982
1625,157983
1626,157984
1627,157985
1628,157986
1629,175574
1630,175808
1631,157987
1632,157988
1633,157989
1634,175809
1635,157990
1636,157991
1637,157992
1638,175575
1639,175810
1640,157993
1641,157994
1642,157995
1643,175811
1644,157996
1645,157997
1646,157998
1647,157999
1648,158000
1649,158001
1650,158002
1651,175576
1652,158003
1653,158004
1654,175577
1655,158005
1656,158006
1657,158007
1658,158008
1659,158009
1660,175578
1661,158010
1662,158011
1663,175579
1664,158012
1665,158013
1666,158014
1667,158015
1668,175580
1669,158016
1670,158017
1671,158018
1672,158019
1673,158020
1561,175583
1562,157933
1563,157934
1564,157935
1565,157936
1566,175585
1569,175586
1570,157938
1571,157939
1572,157940
1573,157941
1574,157942
1575,157943
1674,158021
1696,175591
1697,158038
1698,158039
1699,158040
1700,158041
1701,175592
1702,158042
1703,158043
1704,175593
1705,158044
1706,158045
1707,175594
1708,158046
1709,158047
1710,158048
1711,158049
1715,175595
1716,158050
1717,158051
1718,158052
1712,158053
1713,158054
1719,175596
1714,175820
1694,158055
1695,158056
1720,158057
1721,175821
1722,158058
1723,158059
1724,158060
1725,158061
1726,175598
1727,175822
1728,158062
1729,158063
1730,158064
1731,158065
1732,158066
1733,158067
1734,158068
1736,158069
1737,175600
1738,175823
1739,158070
1740,158071
1741,158072
1742,158073
1743,158074
1744,158075
1745,158076
1746,158077
1747,158078
1748,158079
1675,175601
1676,158022
1677,158023
1678,158024
1679,158025
1680,158026
1749,175602
1750,175824
1751,158080
1752,158081
1753,158082
1754,175825
1755,158083
1756,158084
1758,158085
1757,158086
1759,175603
1760,158087
1761,158088
1762,158089
1763,175604
1764,158090
1765,158091
1766,175605
1767,158092
1768,158093
1769,158094
1770,158095
1771,158096
1772,175606
1773,158097
1774,158098
1779,175607
1780,158099
1781,158100
1782,158101
1783,158102
1784,175608
1785,158103
1786,158104
1787,158105
1788,158106
1789,158107
1684,175611
1681,158027
1685,158028
1682,158029
1686,158030
1687,158031
1688,175614
1689,158032
1683,158033
1690,158034
1691,158035
1692,158036
1693,158037
1790,158108
1811,175619
1812,158125
1813,158126
1814,158127
1815,158128
1816,175620
1817,158129
1818,158130
1819,175621
1820,158131
1821,158132
1822,175622
1823,158133
1824,158134
1825,158135
1777,158136
1826,175623
1827,158137
1828,158138
1829,158139
1830,158140
1831,158141
1832,175624
1833,175826
1834,158142
1835,158143
1836,158144
1837,158145
1838,158146
1839,175827
1840,158147
1841,158148
1842,158149
1843,158150
1844,175626
1845,175828
1846,158151
1847,158152
1848,158153
1778,158154
1735,158155
1807,158156
1849,158157
1850,158158
1851,175627
1852,158159
1853,158160
1854,158161
1855,175628
1856,175829
1857,158162
1858,158163
1859,158164
1860,158165
1861,158166
1862,158167
1863,158168
1864,158169
1865,158170
1866,158171
1791,175629
1792,158109
1793,158110
1794,158111
1797,158112
1798,158113
1867,175630
1868,158172
1869,175830
1870,158173
1808,158174
1871,158175
1872,175632
1873,158176
1874,158177
1875,175633
1876,158178
1877,158179
1878,158180
1879,158181
1880,175634
1881,158182
1882,158183
1883,175635
