,row_id,academic_subject,reporting_category,teks_number,grade_levels,teks_id,teks_display_path
65,1974,English,Writing/Conventions of Language/Handwriting,110.20.b.20.A,8,158254,110.20.20.A
66,1975,English,Writing/Conventions of Language/Handwriting,110.20.b.20.B,8,175835,110.20.20.B
67,1976,English,Writing/Conventions of Language/Handwriting,110.20.b.20.B.i,8,158255,110.20.20.Bi
68,1977,English,Writing/Conventions of Language/Handwriting,110.20.b.20.B.ii,8,158256,110.20.20.Bii
69,1979,English,Oral and Written Conventions/Spelling,110.20.b.21,8,158257,110.20.21.A
70,1978,English,Research/Research Plan,110.20.b.22,8,175660,110.20.22
71,1980,English,Research/Research Plan,110.20.b.22.A,8,158258,110.20.22.A
72,1981,English,Research/Research Plan,110.20.b.22.B,8,158259,110.20.22.B
73,1982,English,Research/Gathering Sources,110.20.b.23,8,175661,110.20.23
74,1983,English,Research/Gathering Sources,110.20.b.23.A,8,158260,110.20.23.A
75,1984,English,Research/Gathering Sources,110.20.b.23.B,8,158261,110.20.23.B
76,1985,English,Research/Gathering Sources,110.20.b.23.C,8,158262,110.20.23.C
77,1986,English,Research/Gathering Sources,110.20.b.23.D,8,158263,110.20.23.D
78,1987,English,Research/Synthesizing Information,110.20.b.24,8,175662,110.20.24
79,1988,English,Research/Synthesizing Information,110.20.b.24.A,8,158264,110.20.24.A
80,1989,English,Research/Synthesizing Information,110.20.b.24.B,8,158265,110.20.24.B
81,1990,English,Research/Organizing and Presenting Ideas,110.20.b.25,8,175663,110.20.25
82,1991,English,Research/Organizing and Presenting Ideas,110.20.b.25.A,8,158266,110.20.25.A
83,1992,English,Research/Organizing and Presenting Ideas,110.20.b.25.B,8,158267,110.20.25.B
84,1993,English,Research/Organizing and Presenting Ideas,110.20.b.25.C,8,158268,110.20.25.C
85,1994,English,Research/Organizing and Presenting Ideas,110.20.b.25.D,8,158269,110.20.25.D
86,1998,English,Listening and Speaking/Listening,110.20.b.26,8,175664,110.20.26
87,1999,English,Listening and Speaking/Listening,110.20.b.26.A,8,158270,110.20.26.A
88,2000,English,Listening and Speaking/Listening,110.20.b.26.B,8,158271,110.20.26.B
89,2001,English,Listening and Speaking/Listening,110.20.b.26.C,8,158272,110.20.26.C
90,2002,English,Listening and Speaking/Speaking,110.20.b.27,8,158273,110.20.27.A
91,2003,English,Listening and Speaking/Teamwork,110.20.b.28,8,158274,110.20.28.A
92,1901,English,Comprehension of Literary Text/Theme and Genre,110.20.b.3,8,175667,110.20.3
93,1902,English,Comprehension of Literary Text/Theme and Genre,110.20.b.3.A,8,158199,110.20.3.A
94,1905,English,Comprehension of Literary Text/Theme and Genre,110.20.b.3.B,8,158200,110.20.3.B
95,1906,English,Comprehension of Literary Text/Theme and Genre,110.20.b.3.C,8,158201,110.20.3.C
96,1907,English,Comprehension of Literary Text/Poetry,110.20.b.4,8,158202,110.20.4.A
97,1908,English,Comprehension of Literary Text/Drama,110.20.b.5,8,158203,110.20.5.A
98,1909,English,Comprehension of Literary Text/Fiction,110.20.b.6,8,,
99,1910,English,Comprehension of Literary Text/Fiction,110.20.b.6.A,8,,
100,1911,English,Comprehension of Literary Text/Fiction,110.20.b.6.B,8,,
101,1912,English,Comprehension of Literary Text/Fiction,110.20.b.6.C,8,,
102,1913,English,Comprehension of Literary Text/Literary Nonfiction,110.20.b.7,8,,
103,1914,English,Comprehension of Literary Text/Sensory Language,110.20.b.8,8,,
104,1915,English,Comprehension of Informational Text/Culture and History,110.20.b.9,8,,
