,row_id,academic_subject,reporting_category,teks_number,grade_levels,teks_id,teks_display_path
44,1738,English,Oral and Written Conventions/Conventions,110.18.b.19.A,6,175823,110.18.19.A
45,1739,English,Oral and Written Conventions/Conventions,110.18.b.19.A.i,6,158070,110.18.19.Ai
46,1740,English,Oral and Written Conventions/Conventions,110.18.b.19.A.ii,6,158071,110.18.19.Aii
47,1741,English,Oral and Written Conventions/Conventions,110.18.b.19.A.iii,6,158072,110.18.19.Aiii
48,1742,English,Oral and Written Conventions/Conventions,110.18.b.19.A.iv,6,158073,110.18.19.Aiv
49,1743,English,Oral and Written Conventions/Conventions,110.18.b.19.A.v,6,158074,110.18.19.Av
50,1744,English,Oral and Written Conventions/Conventions,110.18.b.19.A.vi,6,158075,110.18.19.Avi
51,1745,English,Oral and Written Conventions/Conventions,110.18.b.19.A.vii,6,158076,110.18.19.Avii
52,1746,English,Oral and Written Conventions/Conventions,110.18.b.19.A.viii,6,158077,110.18.19.Aviii
53,1747,English,Oral and Written Conventions/Conventions,110.18.b.19.B,6,158078,110.18.19.B
54,1748,English,Oral and Written Conventions/Conventions,110.18.b.19.C,6,158079,110.18.19.C
55,1675,English,Reading/Vocabulary Development,110.18.b.2,6,175601,110.18.2
56,1676,English,Reading/Vocabulary Development,110.18.b.2.A,6,158022,110.18.2.A
57,1677,English,Reading/Vocabulary Development,110.18.b.2.B,6,158023,110.18.2.B
58,1678,English,Reading/Vocabulary Development,110.18.b.2.C,6,158024,110.18.2.C
59,1679,English,Reading/Vocabulary Development,110.18.b.2.D,6,158025,110.18.2.D
60,1680,English,Reading/Vocabulary Development,110.18.b.2.E,6,158026,110.18.2.E
61,1749,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.18.b.20,6,175602,110.18.20
62,1750,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.18.b.20.A,6,175824,110.18.20.A
63,1751,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.18.b.20.A.i,6,158080,110.18.20.Ai
64,1752,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.18.b.20.A.ii,6,158081,110.18.20.Aii
65,1753,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.18.b.20.A.iii,6,158082,110.18.20.Aiii
66,1754,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.18.b.20.B,6,175825,110.18.20.B
67,1755,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.18.b.20.B.i,6,158083,110.18.20.Bi
68,1756,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.18.b.20.B.ii,6,158084,110.18.20.Bii
69,1758,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.18.b.20.B.iii,6,158085,110.18.20.Biii
70,1757,English,"Oral and Written Conventions/Handwriting, Capitalization, and Punctuation",110.18.b.20.C,6,158086,110.18.20.C
71,1759,English,Oral and Written Conventions/Spelling,110.18.b.21,6,175603,110.18.21
72,1760,English,Oral and Written Conventions/Spelling,110.18.b.21.A,6,158087,110.18.21.A
73,1761,English,Oral and Written Conventions/Spelling,110.18.b.21.B,6,158088,110.18.21.B
74,1762,English,Oral and Written Conventions/Spelling,110.18.b.21.C,6,158089,110.18.21.C
75,1763,English,Research/Research Plan,110.18.b.22,6,175604,110.18.22
76,1764,English,Research/Research Plan,110.18.b.22.A,6,158090,110.18.22.A
77,1765,English,Research/Research Plan,110.18.b.22.B,6,158091,110.18.22.B
78,1766,English,Research/Gathering Sources,110.18.b.23,6,175605,110.18.23
79,1767,English,Research/Gathering Sources,110.18.b.23.A,6,158092,110.18.23.A
80,1768,English,Research/Gathering Sources,110.18.b.23.B,6,158093,110.18.23.B
81,1769,English,Research/Gathering Sources,110.18.b.23.C,6,158094,110.18.23.C
82,1770,English,Research/Gathering Sources,110.18.b.23.D,6,158095,110.18.23.D
83,1771,English,Research/Gathering Sources,110.18.b.23.E,6,158096,110.18.23.E
84,1772,English,Research/Synthesizing Information,110.18.b.24,6,175606,110.18.24
85,1773,English,Research/Synthesizing Information,110.18.b.24.A,6,158097,110.18.24.A
86,1774,English,Research/Synthesizing Information,110.18.b.24.B,6,158098,110.18.24.B
87,1779,English,Research/Organizing and Presenting Ideas,110.18.b.25,6,175607,110.18.25
88,1780,English,Research/Organizing and Presenting Ideas,110.18.b.25.A,6,158099,110.18.25.A
89,1781,English,Research/Organizing and Presenting Ideas,110.18.b.25.B,6,158100,110.18.25.B
90,1782,English,Research/Organizing and Presenting Ideas,110.18.b.25.C,6,158101,110.18.25.C
91,1783,English,Research/Organizing and Presenting Ideas,110.18.b.25.D,6,158102,110.18.25.D
92,1784,English,Listening and Speaking/Listening,110.18.b.26,6,175608,110.18.26
93,1785,English,Listening and Speaking/Listening,110.18.b.26.A,6,158103,110.18.26.A
94,1786,English,Listening and Speaking/Listening,110.18.b.26.B,6,158104,110.18.26.B
95,1787,English,Listening and Speaking/Listening,110.18.b.26.C,6,158105,110.18.26.C
96,1788,English,Listening and Speaking/Speaking,110.18.b.27,6,158106,110.18.27.A
97,1789,English,Listening and Speaking/Teamwork,110.18.b.28,6,158107,110.18.28.A
98,1684,English,Reading/Comprehension of Literary Text/Theme and Genre,110.18.b.3,6,175611,110.18.3
99,1681,English,Reading/Comprehension of Literary Text/Theme and Genre,110.18.b.3.A,6,158027,110.18.3.A
100,1685,English,Reading/Comprehension of Literary Text/Theme and Genre,110.18.b.3.B,6,158028,110.18.3.B
101,1682,English,Reading/Comprehension of Literary Text/Theme and Genre,110.18.b.3.C,6,158029,110.18.3.C
102,1686,English,Reading/Comprehension of Literary Text/Poetry,110.18.b.4,6,158030,110.18.4.A
103,1687,English,Reading/Comprehension of Literary Text/Drama,110.18.b.5,6,158031,110.18.5.A
104,1688,English,Reading/Comprehension of Literary Text/Fiction,110.18.b.6,6,,
105,1689,English,Reading/Comprehension of Literary Text/Fiction,110.18.b.6.A,6,,
106,1683,English,Reading/Comprehension of Literary Text/Fiction,110.18.b.6.B,6,,
107,1690,English,Reading/Comprehension of Literary Text/Fiction,110.18.b.6.C,6,,
108,1691,English,Reading/Comprehension of Literary Text/Literary Nonfiction,110.18.b.7,6,,
109,1692,English,Reading/Comprehension of Literary Text/Sensory Language,110.18.b.8,6,,
110,1693,English,Reading/Comprehension of Informational Text/Culture and History,110.18.b.9,6,,
